link,name,department,academic_interests,bio
https://pages.charlotte.edu/connections/people/aleventi/,Andrew Leventis,Art & Art History,"art
art history
cultural studies
fine arts
mass media


oil painting
painting
popular culture
visual arts","Andrew Leventis is an Assistant Professor of Painting in the Department of Art & Art History. He is an oil painter who references imagery from film and television in his work. He earned a BFA in Painting from the American Academy of Art in Chicago and an MFA in Fine Art from Goldsmiths College, University of London. Over the past years, his work has been featured in Norway at Kunstgalleriet, in London at Matt Roberts Arts, and in Rome at The Venanzo Crocetti Museum. In the US, his work was recently incorporated into the Mainframe exhibition at the Mint Museum of Art, and at The Brooklyn Waterfront Artists’ Coalition annual juried show.
See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/aherren/,Angela Rajagopalan,Art & Art History,"16th-century Mexico
art
art history
colonialism
culture studies


early colonial art
pre-Columbian art
Spanish conquest
visual arts
visual culture","Dr. Angela Rajagopalan is the Associate Chair and an Associate Professor of Art History in the Department of Art & Art History where she teaches courses on Pre-Columbian and early colonial art and architecture of Mexico and serves as a Faculty Fellow to the Levine Scholars Program. Her research focuses on sixteenth-century painted manuscripts from central Mexico and explores changing artistic practices in the century after the Spanish conquest. She is the author of a book titled, “Portraying the Mexica (Aztec) Past: A Study of 16th-Century Mexican Manuscript Painting in Transition,” that will be coming out with the University of Texas Press. Prior to her arrival at UNC Charlotte, she worked in several New York museums, including the Metropolitan Museum of Art, the Brooklyn Museum of Art, the Americas Society Gallery, and the Hispanic Society of America. Dr. Rajagopalan has been the recipient of many awards including several competitive national grants. Among others, she has been awarded a Fulbright Scholar Grant to Mexico from the U.S. Department of State, a National Endowment for the Humanities Summer Institute award, a Coleman Memorial Fund Art History Fellowship from the Metropolitan Museum of Art in New York, and a Mellon Fellowship from the Council on Library and Information Resources.




See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/aekluttz/,Ann Kluttz,Art & Art History,"art
photography


visual arts","Ann Kluttz is a Senior Lecturer in Photography and the Photographic Facilities Manager for the Department of Art & Art History. 

See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/akenar/,Anna Kenar,Art & Art History,"art
art history


visual arts","Anna Kenar is a lecturer in foundations for the Department of Art & Art History.



View her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/ahochhal/,Aspen Hochhalter,Art & Art History,"alternative photographic process
appropriation
art
art history
digital technologies
experimental materials


historic art processes
photography
portraiture
self-portraiture
visual arts","Aspen Hochhalter is an Associate Professor and the Photography Area Coordinator in the Department of Art & Art History. She was born and raised in Chipita Park, Colorado. She received her Masters of Fine Arts in Photo-Based Media at East Carolina University in Greenville, North Carolina and her BFA in Photography from Creighton University in Omaha, Nebraska.

Her work explores the crossover between digital technologies, historic processes, and the use of experimental materials through appropriation, self-portraiture, and collaborative projects. Recent accomplishments include work published in The Book of Alternative Photographic Processes: 3rd Edition, McColl Center for Art + Innovation Residency, exhibits at Pease Gallery CPCC, Castell Photography Gallery, East Carolina University, Kiernan Gallery, The Light Factory, and many other venues across the country. She serves as the Light Factory’s Board of Directors Vice President and is active in the Society for Photographic Education, serving as a member of the National Board of Directors.


See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/rcarrizo/,Richard Carrizosa,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/rmonagha/,Robert Monaghan,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/ssevin/,Suzanne Sevin,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/wsofsky/,William Sofsky,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/pgilles/,Paul Gilles,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/hgodfrey/,Howard Godfrey,Turner School of Accountancy,"control
manufacturing
planning
quality control
quality management


service management
service operations
statistics
supply chain management","Personal Information:
Dr. Godfrey teaches mainly in the area of federal taxation. He is a Certified Public Accountant in North Carolina and a member of the American Accounting Association, the American Taxation Association and the American Institute of Certified Public Accountants (AICPA). He is past president of the Charlotte Chapter of Financial Executives International   Dr. Godfrey is a member of the Editorial Board for The Tax Adviser, a tax journal published by the AICPA. He served for four years as a member of the International Taxation Committee of the AICPA. He has also served as an instructor for the American Institute of Certified Public Accountants.  His research has been published in a variety of journals including the Journal of Accountancy and The Tax Adviser. Dr. Godfrey is author ofHandbook on Tax-Exempt Organizations and has served as an expert witness in a number of legal cases involving accounting and financial matters. In 1994, Godfrey received the Accounting Educator Award from the N.C. Association of CPAs. In 2011, he received the Bank of America Award for Teaching Excellence and in 2012 he received the University of North Carolina Board of Governors Award for Teaching Excellence. Over 15,000 individuals have attended his seminars, which have been presented at the local, state and national level. He earned his Ph.D. in accounting from the University of Alabama
Howard Godfrey-Resume-December 19-2013
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Firms
File1
File2
File3
File4
File5
File6
File7"
https://pages.charlotte.edu/connections/people/haburton/,Hughlene Burton,Turner School of Accountancy,"individual taxation
international taxation


partnership taxation
Tax policy","Course Information:
ACCT 6130 Taxation of Pass Through Entities
ACCT 6160 Advanced Individual Taxation
ACCT 4220 Income Taxes
ACCT 5220 Income Taxes
ACCT 6280 International Accounting"
https://pages.charlotte.edu/connections/people/jmcathey/,Jack Cathey,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/lkearney/,Linwood Kearney,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/pgmynatt/,Patricia Mynatt,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/aghosh6/,Aloke Ghosh,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/bburne17/,Brian Burnett,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/dskerr/,David Kerr,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/dreppenh/,David Reppenhagen,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/gmarti44/,Gregory Martin,Turner School of Accountancy,,"Biography:
Greg Martin is an assistant professor in the Turner School of Accountancy in the Belk College of Business at UNC Charlotte. Dr. Martin’s teaching and research focuses on financial accounting. Dr. Martin has won numerous teaching awards at both the undergraduate and graduate levels and his research has appeared in journals such as Journal of International Accounting Research, Auditing: A Journal of Practice and Theory, Journal of Business Finance and Accounting, and The Accounting Review. His current research interests include financial reporting quality, audit quality and the implications of financial restatements. He graduated from the United States Air Force Academy in 1998 and served on active duty for eight years. During his active duty career he operated research and development programs and spent his final three years as a professor in the Air Force Academy’s Department of Management after receiving his MBA from the University of Notre Dame. After leaving active duty, Dr. Martin earned his Ph.D. in accounting from the University of Colorado at Boulder where his research focused on financial reporting quality and regulation. Dr. Martin is a retired Major in the United States Air Force Reserves.
Click on the tabs above to view Dr. Martin’s curriculum vitae."
https://pages.charlotte.edu/connections/people/nyahyapo/,Nima Yahyapour Jalali,Marketing,,
https://pages.charlotte.edu/connections/people/smoon13/,Sangkil Moon,"Marketing
School of Data Science (SDS)","culture
culture and consumers
customer relationship management
marketing analytics


movie marketing
social media
text mining",
https://pages.charlotte.edu/connections/people/serevell/,Sunil Erevelles,"Marketing
School of Data Science (SDS)",,
https://pages.charlotte.edu/connections/people/tcohen3/,Tamara Cohen,Marketing,"Global marketing
multinational entrepreneurship


Multinational management strategy","Course Information

MKTG 3110 003
MKTG 3110 004
MKTG 3231 001
MKTG 3250 002"
https://pages.charlotte.edu/connections/people/xliu44/,Xia Liu,Marketing,,
