link,name,department,academic_interests,bio
https://pages.charlotte.edu/connections/people/dgall/,David Gall,Art & Art History,"Aesthetic Education
aesthetics
art
art history
arts education
Caribbean art
cultural theory


culture
curriculum
curriculum design
illusion
multiculturalism
painting
visual arts","David Gall is an Associate Professor and Art Education Area Coordinator in the Department of Art & Art History. Dr. Gall’s research focus is generally in the areas of multiculturalism, aesthetics, curriculum design, and cultural theory. Recent publications include Undoing Sophisticated Illusion: Bricolage Genealogy and Resonant Iconic Similarity, Journal of Aesthetic Education, Vol. 52, No. 1 Spring 2018; and Formalist Problems, Realist Solutions, Journal of Aesthetic Education, Vol. 50 No. 1, Spring 2016, pp. 80-94. As a practicing artist, his work has been included in shows of Caribbean art, notably the 1996 – 97 Caribbean Visions, an exhibition of Caribbean Art that toured the U.S, and in1991 L’Espace Carpo, Caribbean Art exhibition in France. Examples of his artwork are in the Thomas Burrell collection Chicago, and in the National Art Collection, Barbados.

See more on his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/dwall/,Deborah Wall,Art & Art History,"art
arts education
disability
education
fibers


painting
philosophy of mind
photography
students with special needs
visual arts","Deborah Wall is a Senior Lecturer of Art Education in the Department of Art & Art History. She received her BFA with K-12 teaching licensure from UNC Charlotte, her Masters of Art Education degree from Winthrop University and is currently a doctoral candidate in Educational Leadership at UNC Charlotte. Prior to joining the faculty at UNC Charlotte in 2004, she taught high school, elementary and special needs art in both Charlotte-Mecklenburg and Union Counties in North Carolina. She has presented lectures and workshops at both state and national conferences on intergenerational experiences and diverse contemporary artists for use in the K-12 classroom. She is presently conducting a study that explores the balance between K-12 art educators artist-teacher identities and its benefits to students.
As an exhibiting practicing artist, she works with photography, painting, and fibers to investigate the symbolism and enchantment of memorabilia, the powerful illusion of objects, and its effects on the mind.
See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/ephudson/,Eldred Hudson,Art & Art History,"2d art
art
art history
arts education


developmental art
graphic design
illustration
visual arts","Eldred Hudson is a Professor of Graphic Design in the Department of Art & Art History.After ten years of professional practice in graphic design, and completion of an MFA in Boston University’s School of the Arts, Mr. Hudson joined the UNC Charlotte Department of Art in 1988. Former positions include 2nd VP/Creative Director/Manager of Design Services at New England Mutual Life (The New England), Boston; Advertising /Promotions Design Director for the Marketing Services Division of National Service Industries, Atlanta. He began his career as a graphic designer for The Lithokrome Company after completion of his BFA in Graphic Design at the University of Georgia.







In his first year at UNC Charlotte, he worked with others to develop the department’s first BFA curriculum; leading the development of the graphic design concentration specifically. Serving as the Area Coordinator for the concentration until 2009, Eldred was instrumental in acquiring the faculty, equipment, and facilities that have since provided the framework for steady growth and program refinement in graphic design, digital media, and illustration. Specializing in corporate communications design and brand development, he has developed and taught courses at all levels of graphic design, and illustration, and has taught 2D Design, Developmental Art and courses in Art Education.
Eldred served as Department Chair from 2009 until 2018. He remains involved in client-based design projects; primarily for non-profit organizations and continues to create mixed media artworks for exhibition and private/corporate commissions.
See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/ewaterko/,Erik Waterkotte,Art & Art History,"art
collaboration
digital art
fantasy
installation
interdisciplinary arts


mixed media
mythology
popular culture
print media
visual arts","Erik Waterkotte is an Associate Professor and the Print Media/ Mixed Media Area Coordinator in the Department of Art & Art History. He received his MFA from the University of Alberta in 2005 and his BFA from Illinois State University in 2001. While completing his BFA, he studied printmaking for a semester at the University of Wolverhampton in the U.K.As an artist, Waterkotte is interested in referencing the beauty and terror of the Sublime, walking the line between representation and abstraction, form, and formless. His work is an exploration of popular culture, myth, and fantasy as conveyed through printmaking and mixed media. Using mixed print media, collage, and digital applications, he creates layered imagery that both elucidates and obscures.
Waterkotte has shown his work both nationally and internationally. Recent exhibitions include Utopia/Dystopia at the Urban Institute of the Contemporary Arts, The Hartnett Print Biennial at the University of Richmond Museum, The Global Matrix II and III at the Purdue University Galleries, THENOW Contemporary Prints/Historical Perspectives at the University of Minnesota, and the Hong Kong Graphic Arts Festival at the Hong Kong City Hall. His most recent solo exhibitions were at the Open Studio Gallery in Toronto and the Haas Gallery at Bloomsburg University, PA. His work is part of several collections and he has participated in numerous national and international print portfolios.
See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/hdfreema/,Heather Freeman,Art & Art History,"3d art
3D modeling
animation
art
art history
computer science
design
digital collage
digital fabrication
digital media
digital printing
disinformation
ethical games
game design
games
magical beliefs
mixed media
mobile app design
motion graphics


mythology
nature
occultism
online social networks
podcasting
popular culture
science
smart games
social bots
social media
sound design
studio art
technology
video design
video game design
visual arts
visual effects
witchcraft","Heather D. Freeman is a Professor of Digital Media in the Department of Art & Art History. Previously, Freeman worked as an art director, graphic designer, editor, and animator in New York and New Jersey. She has also taught art, graphic design, and visual rhetoric since 2001 at Allegheny College, The University of Kentucky, and Clemson University. Freeman has created work and taught classes in digital print, 2D and 3D animation, 3D modeling, video art, digital fabrication, mobile app design, game design, and digital collage since 2001. She is also the author of The Moving Image Workshop: Introducing animation, motion graphics and visual effects in 45 practical projects, published by Fairchild Press, an imprint of Bloomsbury Academic. Regardless of media, Freeman’s artworks combine traditional and digital technologies to weave together the symbolic forms of science, mythology, and popular culture. Her animations and films have screened internationally and won numerous awards, while her prints and mixed media works have appeared in group and solo shows around the country. Visit https://heatherdfreeman.com/home.html to learn more about her work.

See more on her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/bjnoble/,Bonnie Noble,Art & Art History,"art
art and devotion
art history
devotional practice
Germany
Gothic periods
medieval and renaissance periods
Northern Baroque
Northern Renaissance

 
Reformation
religion
religion and culture
religious studies
Renaissance
renaissance studies
visual arts
visual culture","Dr. Bonnie Noble is an Associate Professor of Art History in the Department of Art & Art History and has been teaching at the University of North Carolina at Charlotte since 1999. She received her Ph.D. in Art History from Northwestern University, her M.A. in Art History from the University of Pennsylvania and her B.A. in Religious Studies from Northwestern University. Dr. Noble specializes in Northern Renaissance art, with a particular interest in the function of images in devotional practice. Her book Lucas Cranach the Elder: Art and Devotion of the German Reformation, was published in 2009 by the University Press of America. Her work has also appeared in such scholarly journals as Reformation, Sixteenth Century Journal, and Reformation and Renaissance Review, and she is the author of chapters in major Art History publications such as The Primacy of the Image in Northern European Art, 1400-1700 (Leiden: Brill, 2017), Lucas Cranach der Jüngere und die Reformation der Bilder (München: Hirmer, 2015), and The Oxford Encyclopedia of Aesthetics, 2 nd edition (Oxford: Oxford UP, 2014). Her article “‘[A] work in which the angels are wont to rejoice’: Lucas Cranach’s Schneeberg Altarpiece” was honored with the Harold J. Grimm Prize, for the best article published in the previous year in the international field of Reformation Germany. She has received grants from the Kress Foundation, the German Academic Exchange Service, and the National Endowment for the Humanities.







Dr. Noble teaches upper-level classes in Northern Renaissance, Northern Baroque, and Gothic periods, as well as introductory surveys of Art History from the stone age to the twentieth century. Her current book project, provisionally called, “Mimesis, Melancholia and Misapprehension,” explores the intersection of representational techniques such as linear perspective with the rise of depictions of Melancholia and anxieties about visual perception.
See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/cbrtis/,Chelsea Brtis,Art & Art History,,
https://pages.charlotte.edu/connections/people/csinger3/,Christina Singer,Art & Art History,,
https://pages.charlotte.edu/connections/people/cfrank18/,Cynthia Frank,Art & Art History,"art
art history
design


graphic design
public art
visual arts","Cynthia Frank is a Lecture of Graphic Design in the Department of Art & Art History. In addition to teaching full time at UNC Charlotte, she produces design work for both local and national clients and creates public art with  PAC3, a partnership based on a mutual interest in dynamic form/space relationships. She has served on the Boards of AIGA Charlotte, Founders’ Circle Affiliate of the Mint Museum Craft + Design and The Wall Poems of Charlotte, an ongoing public mural project that celebrates North Carolina’s literary heritage. In her spare time, Frank sings with Vox, a semi-professional choir, and paints and exhibits artwork. 

See more on her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/dbbrodeu/,David Brodeur,Art & Art History,"art
design
graphic design


illustration
printmaking
visual arts","David Brodeur is an Associate Professor of Graphic Design in the Department of Art & Art History. He has been a faculty member at UNC Charlotte since July 2000. While he primarily teaches Graphic Design, he has also taught classes in Printmaking, Illustration, and Foundations. After receiving a BS in Art from Southern Connecticut State University in 1993, he worked commercially for six years as a Senior Designer and Art Director. He received his Master of Fine Arts degree from the University of Wisconsin – Madison in May, 2000. He is currently a practicing studio artist and freelance designer. His work has been included in over 50 national exhibitions and has won several awards including Best in Show.



See more on his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/aleventi/,Andrew Leventis,Art & Art History,"art
art history
cultural studies
fine arts
mass media


oil painting
painting
popular culture
visual arts","Andrew Leventis is an Assistant Professor of Painting in the Department of Art & Art History. He is an oil painter who references imagery from film and television in his work. He earned a BFA in Painting from the American Academy of Art in Chicago and an MFA in Fine Art from Goldsmiths College, University of London. Over the past years, his work has been featured in Norway at Kunstgalleriet, in London at Matt Roberts Arts, and in Rome at The Venanzo Crocetti Museum. In the US, his work was recently incorporated into the Mainframe exhibition at the Mint Museum of Art, and at The Brooklyn Waterfront Artists’ Coalition annual juried show.
See his faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/aherren/,Angela Rajagopalan,Art & Art History,"16th-century Mexico
art
art history
colonialism
culture studies


early colonial art
pre-Columbian art
Spanish conquest
visual arts
visual culture","Dr. Angela Rajagopalan is the Associate Chair and an Associate Professor of Art History in the Department of Art & Art History where she teaches courses on Pre-Columbian and early colonial art and architecture of Mexico and serves as a Faculty Fellow to the Levine Scholars Program. Her research focuses on sixteenth-century painted manuscripts from central Mexico and explores changing artistic practices in the century after the Spanish conquest. She is the author of a book titled, “Portraying the Mexica (Aztec) Past: A Study of 16th-Century Mexican Manuscript Painting in Transition,” that will be coming out with the University of Texas Press. Prior to her arrival at UNC Charlotte, she worked in several New York museums, including the Metropolitan Museum of Art, the Brooklyn Museum of Art, the Americas Society Gallery, and the Hispanic Society of America. Dr. Rajagopalan has been the recipient of many awards including several competitive national grants. Among others, she has been awarded a Fulbright Scholar Grant to Mexico from the U.S. Department of State, a National Endowment for the Humanities Summer Institute award, a Coleman Memorial Fund Art History Fellowship from the Metropolitan Museum of Art in New York, and a Mellon Fellowship from the Council on Library and Information Resources.




See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/aekluttz/,Ann Kluttz,Art & Art History,"art
photography


visual arts","Ann Kluttz is a Senior Lecturer in Photography and the Photographic Facilities Manager for the Department of Art & Art History. 

See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/akenar/,Anna Kenar,Art & Art History,"art
art history


visual arts","Anna Kenar is a lecturer in foundations for the Department of Art & Art History.



View her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/ahochhal/,Aspen Hochhalter,Art & Art History,"alternative photographic process
appropriation
art
art history
digital technologies
experimental materials


historic art processes
photography
portraiture
self-portraiture
visual arts","Aspen Hochhalter is an Associate Professor and the Photography Area Coordinator in the Department of Art & Art History. She was born and raised in Chipita Park, Colorado. She received her Masters of Fine Arts in Photo-Based Media at East Carolina University in Greenville, North Carolina and her BFA in Photography from Creighton University in Omaha, Nebraska.

Her work explores the crossover between digital technologies, historic processes, and the use of experimental materials through appropriation, self-portraiture, and collaborative projects. Recent accomplishments include work published in The Book of Alternative Photographic Processes: 3rd Edition, McColl Center for Art + Innovation Residency, exhibits at Pease Gallery CPCC, Castell Photography Gallery, East Carolina University, Kiernan Gallery, The Light Factory, and many other venues across the country. She serves as the Light Factory’s Board of Directors Vice President and is active in the Society for Photographic Education, serving as a member of the National Board of Directors.


See her faculty profile at coaa.uncc.edu >>"
https://pages.charlotte.edu/connections/people/rcarrizo/,Richard Carrizosa,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/rmonagha/,Robert Monaghan,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/ssevin/,Suzanne Sevin,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/wsofsky/,William Sofsky,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/pgilles/,Paul Gilles,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/hgodfrey/,Howard Godfrey,Turner School of Accountancy,"control
manufacturing
planning
quality control
quality management


service management
service operations
statistics
supply chain management","Personal Information:
Dr. Godfrey teaches mainly in the area of federal taxation. He is a Certified Public Accountant in North Carolina and a member of the American Accounting Association, the American Taxation Association and the American Institute of Certified Public Accountants (AICPA). He is past president of the Charlotte Chapter of Financial Executives International   Dr. Godfrey is a member of the Editorial Board for The Tax Adviser, a tax journal published by the AICPA. He served for four years as a member of the International Taxation Committee of the AICPA. He has also served as an instructor for the American Institute of Certified Public Accountants.  His research has been published in a variety of journals including the Journal of Accountancy and The Tax Adviser. Dr. Godfrey is author ofHandbook on Tax-Exempt Organizations and has served as an expert witness in a number of legal cases involving accounting and financial matters. In 1994, Godfrey received the Accounting Educator Award from the N.C. Association of CPAs. In 2011, he received the Bank of America Award for Teaching Excellence and in 2012 he received the University of North Carolina Board of Governors Award for Teaching Excellence. Over 15,000 individuals have attended his seminars, which have been presented at the local, state and national level. He earned his Ph.D. in accounting from the University of Alabama
Howard Godfrey-Resume-December 19-2013
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Firms
File1
File2
File3
File4
File5
File6
File7"
https://pages.charlotte.edu/connections/people/haburton/,Hughlene Burton,Turner School of Accountancy,"individual taxation
international taxation


partnership taxation
Tax policy","Course Information:
ACCT 6130 Taxation of Pass Through Entities
ACCT 6160 Advanced Individual Taxation
ACCT 4220 Income Taxes
ACCT 5220 Income Taxes
ACCT 6280 International Accounting"
https://pages.charlotte.edu/connections/people/jmcathey/,Jack Cathey,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/lkearney/,Linwood Kearney,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/pgmynatt/,Patricia Mynatt,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/aghosh6/,Aloke Ghosh,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/bburne17/,Brian Burnett,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/dskerr/,David Kerr,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/dreppenh/,David Reppenhagen,Turner School of Accountancy,,
https://pages.charlotte.edu/connections/people/gmarti44/,Gregory Martin,Turner School of Accountancy,,"Biography:
Greg Martin is an assistant professor in the Turner School of Accountancy in the Belk College of Business at UNC Charlotte. Dr. Martin’s teaching and research focuses on financial accounting. Dr. Martin has won numerous teaching awards at both the undergraduate and graduate levels and his research has appeared in journals such as Journal of International Accounting Research, Auditing: A Journal of Practice and Theory, Journal of Business Finance and Accounting, and The Accounting Review. His current research interests include financial reporting quality, audit quality and the implications of financial restatements. He graduated from the United States Air Force Academy in 1998 and served on active duty for eight years. During his active duty career he operated research and development programs and spent his final three years as a professor in the Air Force Academy’s Department of Management after receiving his MBA from the University of Notre Dame. After leaving active duty, Dr. Martin earned his Ph.D. in accounting from the University of Colorado at Boulder where his research focused on financial reporting quality and regulation. Dr. Martin is a retired Major in the United States Air Force Reserves.
Click on the tabs above to view Dr. Martin’s curriculum vitae."
https://pages.charlotte.edu/connections/people/nyahyapo/,Nima Yahyapour Jalali,Marketing,,
https://pages.charlotte.edu/connections/people/smoon13/,Sangkil Moon,"Marketing
School of Data Science (SDS)","culture
culture and consumers
customer relationship management
marketing analytics


movie marketing
social media
text mining",
https://pages.charlotte.edu/connections/people/serevell/,Sunil Erevelles,"Marketing
School of Data Science (SDS)",,
https://pages.charlotte.edu/connections/people/tcohen3/,Tamara Cohen,Marketing,"Global marketing
multinational entrepreneurship


Multinational management strategy","Course Information

MKTG 3110 003
MKTG 3110 004
MKTG 3231 001
MKTG 3250 002"
https://pages.charlotte.edu/connections/people/xliu44/,Xia Liu,Marketing,,
